编号	大洲	战役	行省	城镇	开局派系	首府	世界X	世界Y	六边形X	六边形Y	区域KEY	行省KEY	派系KEY	英文名	分组KEY	大洲来源
301	诺斯卡	超凡帝国	冰牙山脉	长船墓场	斯凯林		362.74	609.00	543	789	wh3_main_combi_region_longship_graveyard	wh3_main_combi_province_ice_tooth_mountains	wh_main_nor_skaeling	Longship Graveyard	cai_region_hint_area_norsca	官方
302	诺斯卡	超凡帝国	地狱山脉	冬炬山	艾斯林		452.93	668.01	678	866	wh3_main_combi_region_winter_pyre	wh3_main_combi_province_mountains_of_hel	wh_main_nor_aesling	Winter Pyre	cai_region_hint_area_norsca	官方
303	诺斯卡	超凡帝国	地狱山脉	禁忌城堡	艾斯林	是	413.51	655.29	619	849	wh3_main_combi_region_the_forbidden_citadel	wh3_main_combi_province_mountains_of_hel	wh_main_nor_aesling	The Forbidden Citadel	cai_region_hint_area_norsca	官方
304	诺斯卡	超凡帝国	地狱山脉	血肉之碑	冬牙		400.82	689.61	600	894	wh3_main_combi_region_monolith_of_flesh	wh3_main_combi_province_mountains_of_hel	wh_dlc08_nor_wintertooth	The Monolith of Flesh	cai_region_hint_area_norsca	官方
305	诺斯卡	超凡帝国	地狱山脉	邪卵祭坛	艾斯林		434.22	671.87	650	871	wh3_main_combi_region_altar_of_spawns	wh3_main_combi_province_mountains_of_hel	wh_main_nor_aesling	Altar of Spawns	cai_region_hint_area_norsca	官方
306	诺斯卡	超凡帝国	地狱顶峰山脉	卡坦巨岩	瓦格	是	301.28	666.86	451	864	wh3_main_combi_region_the_monolith_of_katam	wh3_main_combi_province_helspire_mountains	wh_main_nor_varg	The Monolith of Katam	cai_region_hint_area_norsca	官方
307	诺斯卡	超凡帝国	地狱顶峰山脉	瓦格营地	瓦格		343.37	674.18	514	874	wh3_main_combi_region_varg_camp	wh3_main_combi_province_helspire_mountains	wh_main_nor_varg	Varg Camp	cai_region_hint_area_norsca	官方
308	诺斯卡	超凡帝国	地狱顶峰山脉	蛇堤	瓦格		277.90	654.13	416	848	wh3_main_combi_region_serpent_jetty	wh3_main_combi_province_helspire_mountains	wh_main_nor_varg	Serpent Jetty	cai_region_hint_area_norsca	官方
309	诺斯卡	超凡帝国	奥比恩	孔夸塔	盲眼者	是	230.47	575.06	345	745	wh3_main_combi_region_konquata	wh3_main_combi_province_albion	wh3_dlc20_tze_the_sightless	Konquata	cai_region_hint_area_norsca	官方
310	诺斯卡	超凡帝国	奥比恩	尸妖岛	瓦纳海姆林		234.48	558.09	351	723	wh3_main_combi_region_isle_of_wights	wh3_main_combi_province_albion	wh_dlc08_nor_vanaheimlings	Isle of Wights	cai_region_hint_area_norsca	官方
311	诺斯卡	超凡帝国	奥比恩	铅堡	盲眼者		237.15	588.95	355	763	wh3_main_combi_region_citadel_of_lead	wh3_main_combi_province_albion	wh3_dlc20_tze_the_sightless	Citadel of Lead	cai_region_hint_area_norsca	官方
312	诺斯卡	超凡帝国	巨人之乡山脉	巨魔国王巢穴	疫蛆兄弟		458.94	635.23	687	823	wh3_main_combi_region_khazid_bordkarag	wh3_main_combi_province_gianthome_mountains	wh3_main_nur_maggoth_kin	Lair of the Troll King	cai_region_hint_area_norsca	官方
313	诺斯卡	超凡帝国	巨人之乡山脉	斯乔特拉肯	疫蛆兄弟		484.99	638.70	726	828	wh3_main_combi_region_sjoktraken	wh3_main_combi_province_gianthome_mountains	wh3_main_nur_maggoth_kin	Sjoktraken	cai_region_hint_area_norsca	官方
314	诺斯卡	超凡帝国	巨人之乡山脉	独龙城	创新大师	是	473.64	649.11	709	841	wh3_main_combi_region_kraka_drak	wh3_main_combi_province_gianthome_mountains	wh3_dlc25_dwf_malakai	Kraka Drak	cai_region_hint_area_norsca	官方
315	诺斯卡	超凡帝国	巨魔山脉	克拉克之塔	战熊兄弟会	是	422.20	633.30	632	821	wh3_main_combi_region_the_tower_of_khrakk	wh3_main_combi_province_trollheim_mountains	wh3_main_ksl_brotherhood_of_the_bear	The Tower of Khrakk	cai_region_hint_area_norsca	官方
316	诺斯卡	超凡帝国	巨魔山脉	利刃湾	战熊兄弟会		388.80	627.90	582	814	wh3_main_combi_region_bay_of_blades	wh3_main_combi_province_trollheim_mountains	wh3_main_ksl_brotherhood_of_the_bear	Bay of Blades	cai_region_hint_area_norsca	官方
317	诺斯卡	超凡帝国	巨魔山脉	萨利宿营地	萨利		391.47	652.59	586	846	wh3_main_combi_region_sarl_encampment	wh3_main_combi_province_trollheim_mountains	wh_main_nor_sarl	Sarl Encampment	cai_region_hint_area_norsca	官方
318	诺斯卡	超凡帝国	戈罗迈德尼山脉	卡拉克·独孤城	戈罗迈德尼部落	是	545.78	583.55	817	756	wh3_main_combi_region_karak_vlag	wh3_main_combi_province_goromadny_mountains	wh_dlc08_nor_goromadny_tribe	Karak Vlag	cai_region_hint_area_norsca	官方
319	诺斯卡	超凡帝国	戈罗迈德尼山脉	寒临滩			508.37	632.92	761	820	wh3_main_combi_region_frozen_landing	wh3_main_combi_province_goromadny_mountains		Frozen Landing	cai_region_hint_area_norsca	官方
320	诺斯卡	超凡帝国	戈罗迈德尼山脉	海姆克尔神庙	戈罗迈德尼部落		526.41	610.16	788	791	wh3_main_combi_region_temple_of_heimkel	wh3_main_combi_province_goromadny_mountains	wh_dlc08_nor_goromadny_tribe	Temple of Heimkel	cai_region_hint_area_norsca	官方
321	诺斯卡	超凡帝国	戈罗迈德尼山脉	达尔斯拉夫要塞	戈罗迈德尼部落		573.84	571.21	859	740	wh3_dlc23_combi_region_uzkulak_port	wh3_main_combi_province_goromadny_mountains	wh_dlc08_nor_goromadny_tribe	Fort Dwarrslav	cai_region_hint_area_norsca	官方
322	诺斯卡	超凡帝国	瓦纳海姆山脉	『血手』博基尔纪念柱	比约林	是	300.62	617.87	450	801	wh3_main_combi_region_monolith_of_borkill_the_bloody_handed	wh3_main_combi_province_vanaheim_mountains	wh_main_nor_bjornling	Monolith of Borkill the Bloody-Handed	cai_region_hint_area_norsca	官方
323	诺斯卡	超凡帝国	瓦纳海姆山脉	巨魔峡湾	世界行者		257.86	613.25	386	795	wh3_main_combi_region_troll_fjord	wh3_main_combi_province_vanaheim_mountains	wh_dlc08_nor_norsca	Troll Fjord	cai_region_hint_area_norsca	官方
324	诺斯卡	超凡帝国	纳戈法里山脉	末日堡	纳戈法林	是	343.37	644.87	514	836	wh3_main_combi_region_doomkeep	wh3_main_combi_province_mountains_of_naglfari	wh_dlc08_nor_naglfarlings	Doomkeep	cai_region_hint_area_norsca	官方
325	诺斯卡	超凡帝国	纳戈法里山脉	盖尔林集会场	纳戈法林		319.99	639.86	479	829	wh3_main_combi_region_graeling_moot	wh3_main_combi_province_mountains_of_naglfari	wh_dlc08_nor_naglfarlings	Graeling Moot	cai_region_hint_area_norsca	官方
326	诺斯卡	超凡帝国	纳戈法里山脉	纳戈法里平原	纳戈法林		368.75	646.42	552	838	wh3_main_combi_region_naglfari_plain	wh3_main_combi_province_mountains_of_naglfari	wh_dlc08_nor_naglfarlings	Naglfari Plain	cai_region_hint_area_norsca	官方
327	基斯里夫	超凡帝国	东方州	普列斯克	罗普思曼氏族		511.05	582.01	765	754	wh3_main_combi_region_plesk	wh3_main_combi_province_eastern_oblast	wh3_main_ksl_ropsmenn_clan	Plesk	cai_region_hint_area_kislev	官方
328	基斯里夫	超凡帝国	东方州	沃斯格勒	罗普思曼氏族	是	500.36	600.52	749	778	wh3_main_combi_region_volksgrad	wh3_main_combi_province_eastern_oblast	wh3_main_ksl_ropsmenn_clan	Volksgrad	cai_region_hint_area_kislev	官方
329	基斯里夫	超凡帝国	东方州	耶奇奇			495.68	615.56	742	798	wh3_main_combi_region_yetchitch	wh3_main_combi_province_eastern_oblast		Yetchitch	cai_region_hint_area_kislev	官方
330	基斯里夫	超凡帝国	东方州	诺杵兹	罗普思曼氏族		522.40	592.42	782	768	wh3_main_combi_region_novchozy	wh3_main_combi_province_eastern_oblast	wh3_main_ksl_ropsmenn_clan	Novchozy	cai_region_hint_area_kislev	官方
331	基斯里夫	超凡帝国	乌斯科河	基斯里夫	冰雪王廷	是	480.32	568.12	719	736	wh3_main_combi_region_kislev	wh3_main_combi_province_river_urskoy	wh3_main_ksl_the_ice_court	Kislev	cai_region_hint_area_kislev	官方
332	基斯里夫	超凡帝国	南方州	嘉科瓦要塞	贝尔索林	是	494.34	541.51	740	702	wh3_main_combi_region_fort_jakova	wh3_main_combi_province_southern_oblast	wh_main_nor_baersonling	Fort Jakova	cai_region_hint_area_kislev	官方
333	基斯里夫	超凡帝国	南方州	扎万斯卡	冰雪王廷		450.25	567.73	674	736	wh3_main_combi_region_zavastra	wh3_main_combi_province_southern_oblast	wh3_main_ksl_the_ice_court	Zavastra	cai_region_hint_area_kislev	官方
334	基斯里夫	超凡帝国	南方州	维捷沃	贝尔索林		473.64	548.84	709	711	wh3_main_combi_region_vitevo	wh3_main_combi_province_southern_oblast	wh_main_nor_baersonling	Vitevo	cai_region_hint_area_kislev	官方
335	基斯里夫	超凡帝国	南方州	艾格尔	贝尔索林		501.69	562.72	751	729	wh3_main_combi_region_igerov	wh3_main_combi_province_southern_oblast	wh_main_nor_baersonling	Igerov	cai_region_hint_area_kislev	官方
336	基斯里夫	超凡帝国	受诅之城	普拉格	罗普思曼氏族	是	482.99	594.35	723	770	wh3_main_combi_region_praag	wh3_main_combi_province_the_cursed_city	wh3_main_ksl_ropsmenn_clan	Praag	cai_region_hint_area_kislev	官方
337	基斯里夫	超凡帝国	巨魔国度	亚历山德罗诺夫城堡	大正教会		409.50	611.32	613	792	wh3_main_combi_region_castle_alexandronov	wh3_main_combi_province_troll_country	wh3_main_ksl_the_great_orthodoxy	Castle Alexandronov	cai_region_hint_area_kislev	官方
338	基斯里夫	超凡帝国	巨魔国度	佐申克	乌果尔族裔		430.88	612.86	645	794	wh3_main_combi_region_zoishenk	wh3_main_combi_province_troll_country	wh3_main_ksl_ungol_kindred	Zoishenk	cai_region_hint_area_kislev	官方
339	基斯里夫	超凡帝国	巨魔国度	奥斯卓斯克要塞	飞地近卫军	是	454.26	606.30	680	786	wh3_main_combi_region_fort_ostrosk	wh3_main_combi_province_troll_country	wh3_main_ksl_druzhina_enclave	Fort Ostrosk	cai_region_hint_area_kislev	官方
340	基斯里夫	超凡帝国	巨魔国度	斯拉格霍夫要塞	飞地近卫军		447.58	621.73	670	806	wh3_main_combi_region_fort_straghov	wh3_main_combi_province_troll_country	wh3_main_ksl_druzhina_enclave	Fort Straghov	cai_region_hint_area_kislev	官方
341	基斯里夫	超凡帝国	林斯克河	厄伦格勒	大正教会	是	423.53	593.96	634	770	wh3_main_combi_region_erengrad	wh3_main_combi_province_river_lynsk	wh3_main_ksl_the_great_orthodoxy	Erengrad	cai_region_hint_area_kislev	官方
342	基斯里夫	超凡帝国	黑血隘口	地狱深坑	腐坏氏族	是	470.96	622.89	705	807	wh3_main_combi_region_hell_pit	wh3_main_combi_province_black_blood_pass	wh2_main_skv_clan_moulder	Hell Pit	cai_region_hint_area_kislev	官方
343	艾索洛伦（森林王国）	超凡帝国	伊·艾迪·伊特洛斯	时代橡树	塔塞恩	是	342.70	409.99	513	531	wh3_main_combi_region_the_oak_of_ages	wh3_main_combi_province_yn_edri_eternos	wh_dlc05_wef_wood_elves	The Oak of Ages	cai_region_hint_area_athel_loren	官方
344	艾索洛伦（森林王国）	超凡帝国	塔塞恩	君王林	塔塞恩	是	342.03	400.35	512	519	wh3_main_combi_region_kings_glade	wh3_main_combi_province_talsyn	wh_dlc05_wef_wood_elves	King's Glade	cai_region_hint_area_athel_loren	官方
345	艾索洛伦（森林王国）	超凡帝国	温德里赫	芬多岩厅	温德里赫	是	352.72	419.63	528	544	wh3_main_combi_region_crag_halls_of_findol	wh3_main_combi_province_wydrioth	wh_dlc05_wef_wydrioth	Crag Halls of Findol	cai_region_hint_area_athel_loren	官方
346	艾索洛伦（森林王国）	超凡帝国	特戈凡	瓦尔铁砧	特戈凡	是	335.35	425.03	502	551	wh3_main_combi_region_vauls_anvil_loren	wh3_main_combi_province_torgovann	wh_dlc05_wef_torgovann	Vaul's Anvil	cai_region_hint_area_athel_loren	官方
347	艾索洛伦（森林王国）	超凡帝国	阿格维隆	流水宫	阿格维隆	是	344.04	436.99	515	566	wh3_main_combi_region_waterfall_palace	wh3_main_combi_province_argwylon	wh_dlc05_wef_argwylon	Waterfall Palace	cai_region_hint_area_athel_loren	官方
348	矮人帝国（世界边缘山脉）	超凡帝国	东恶地	德林格拉卡	卡拉克·铁峰堡		505.03	320.89	756	416	wh3_main_combi_region_dringorackaz	wh3_main_combi_province_eastern_badlands	wh_main_dwf_karak_azul	Dringorackaz	cai_region_hint_area_dwarf_empire	官方
349	矮人帝国（世界边缘山脉）	超凡帝国	东恶地	怨恨峰	卡拉克·铁峰堡		527.08	322.05	789	417	wh3_main_combi_region_spitepeak	wh3_main_combi_province_eastern_badlands	wh_main_dwf_karak_azul	Spitepeak	cai_region_hint_area_dwarf_empire	官方
350	矮人帝国（世界边缘山脉）	超凡帝国	东恶地	扭曲毒牙要塞	赤牙	是	488.33	321.28	731	416	wh3_main_combi_region_crooked_fang_fort	wh3_main_combi_province_eastern_badlands	wh_main_grn_red_fangs	Crooked Fang Fort	cai_region_hint_area_dwarf_empire	官方
351	矮人帝国（世界边缘山脉）	超凡帝国	八峰山	卡拉克·八峰山	邪月反抗军	是	508.37	354.45	761	459	wh3_main_combi_region_karak_eight_peaks	wh3_main_combi_province_eight_peaks	wh_main_grn_necksnappers	Karak Eight Peaks	cai_region_hint_area_dwarf_empire	官方
352	矮人帝国（世界边缘山脉）	超凡帝国	八峰山	瓦拉雅伤心地	邪月反抗军		492.34	344.42	737	446	wh3_main_combi_region_valayas_sorrow	wh3_main_combi_province_eight_peaks	wh_main_grn_necksnappers	Valaya's Sorrow	cai_region_hint_area_dwarf_empire	官方
353	矮人帝国（世界边缘山脉）	超凡帝国	北世界边缘山脉	千柱石厅	响骨	是	534.43	521.45	800	676	wh3_main_combi_region_khazid_irkulaz	wh3_main_combi_province_northern_worlds_edge_mountains	wh2_dlc15_grn_bonerattlaz	Khazid Irkulaz	cai_region_hint_area_dwarf_empire	官方
354	矮人帝国（世界边缘山脉）	超凡帝国	北世界边缘山脉	卡拉克·拉泽亚克	硬石脑袋		507.04	516.44	759	669	wh3_main_combi_region_karak_raziak	wh3_main_combi_province_northern_worlds_edge_mountains	wh3_main_ogr_rock_skulls	Karak Raziak	cai_region_hint_area_dwarf_empire	官方
355	矮人帝国（世界边缘山脉）	超凡帝国	北世界边缘山脉	卡拉克·红眼山	硬石脑袋		515.72	535.34	772	694	wh3_main_combi_region_karak_ungor	wh3_main_combi_province_northern_worlds_edge_mountains	wh3_main_ogr_rock_skulls	Karak Ungor	cai_region_hint_area_dwarf_empire	官方
356	矮人帝国（世界边缘山脉）	超凡帝国	南世界边缘山脉	卡拉克·铁峰堡	卡拉克·铁峰堡	是	533.76	349.05	799	452	wh3_main_combi_region_karak_azul	wh3_main_combi_province_southern_worlds_edge_mountains	wh_main_dwf_karak_azul	Karak Azul	cai_region_hint_area_dwarf_empire	官方
357	矮人帝国（世界边缘山脉）	超凡帝国	南世界边缘山脉	死亡深坑	卡拉克·铁峰堡		538.43	334.01	806	433	wh3_main_combi_region_sump_pit	wh3_main_combi_province_southern_worlds_edge_mountains	wh_main_dwf_karak_azul	Death Pit	cai_region_hint_area_dwarf_empire	官方
358	矮人帝国（世界边缘山脉）	超凡帝国	南世界边缘山脉	黑铁矿场	卡拉克·铁峰堡		532.42	371.42	797	481	wh3_main_combi_region_black_iron_mine	wh3_main_combi_province_southern_worlds_edge_mountains	wh_main_dwf_karak_azul	Black Iron Mine	cai_region_hint_area_dwarf_empire	官方
359	矮人帝国（世界边缘山脉）	超凡帝国	南部灰色山脉	卡拉克·无畏堡			337.36	457.04	505	592	wh3_main_combi_region_karak_azgaraz	wh3_main_combi_province_southern_grey_mountains		Karak Azgaraz	cai_region_hint_area_dwarf_empire	官方
360	矮人帝国（世界边缘山脉）	超凡帝国	南部灰色山脉	卡拉克·荒芜堡	卡拉克·荒芜堡	是	356.73	440.46	534	571	wh3_main_combi_region_karak_norn	wh3_main_combi_province_southern_grey_mountains	wh_main_dwf_karak_norn	Karak Norn	cai_region_hint_area_dwarf_empire	官方
361	矮人帝国（世界边缘山脉）	超凡帝国	南部灰色山脉	寒垒	卡拉克·荒芜堡		364.75	408.83	546	530	wh3_main_combi_region_grimhold	wh3_main_combi_province_southern_grey_mountains	wh_main_dwf_karak_norn	Grimhold	cai_region_hint_area_dwarf_empire	官方
362	矮人帝国（世界边缘山脉）	超凡帝国	南部灰色山脉	脆骨村			374.77	423.10	561	548	wh3_main_combi_region_gristle_valley	wh3_main_combi_province_southern_grey_mountains		Gristle Valley	cai_region_hint_area_dwarf_empire	官方
363	矮人帝国（世界边缘山脉）	超凡帝国	尖峰隘口	卡拉克·卡德林	卡拉克·卡德林	是	499.69	496.77	748	644	wh3_main_combi_region_karak_kadrin	wh3_main_combi_province_peak_pass	wh_main_dwf_karak_kadrin	Karak Kadrin	cai_region_hint_area_dwarf_empire	官方
364	矮人帝国（世界边缘山脉）	超凡帝国	尖峰隘口	纳施拉克巢穴	赤目		529.08	496.00	792	643	wh3_main_combi_region_gnashraks_lair	wh3_main_combi_province_peak_pass	wh_main_grn_red_eye	Gnashrak's Lair	cai_region_hint_area_dwarf_empire	官方
365	矮人帝国（世界边缘山脉）	超凡帝国	死亡隘口	卡拉格·雷鸣堡	铁爪兽人		502.36	398.80	752	517	wh3_main_combi_region_karag_dron	wh3_main_combi_province_death_pass	wh3_dlc26_grn_gorbad_ironclaw	Karag Dron	cai_region_hint_area_dwarf_empire	官方
366	矮人帝国（世界边缘山脉）	超凡帝国	死亡隘口	钢铁岩	疤眼		486.33	378.75	728	491	wh3_main_combi_region_iron_rock	wh3_main_combi_province_death_pass	wh_main_grn_scabby_eye	Iron Rock	cai_region_hint_area_dwarf_empire	官方
367	矮人帝国（世界边缘山脉）	超凡帝国	死亡隘口	黑岩堡	铁爪兽人	是	503.03	372.96	753	483	wh3_main_combi_region_black_crag	wh3_main_combi_province_death_pass	wh3_dlc26_grn_gorbad_ironclaw	Black Crag	cai_region_hint_area_dwarf_empire	官方
368	矮人帝国（世界边缘山脉）	超凡帝国	死岩裂口	世界边缘之门	血矛		547.12	434.67	819	563	wh3_main_combi_region_worlds_edge_archway	wh3_main_combi_province_deadrock_gap	wh_main_grn_bloody_spearz	World's Edge Archway	cai_region_hint_area_dwarf_empire	官方
369	矮人帝国（世界边缘山脉）	超凡帝国	死岩裂口	刚巴德峰	邪月	是	540.44	453.96	809	588	wh3_main_combi_region_mount_gunbad	wh3_main_combi_province_deadrock_gap	wh_main_grn_crooked_moon	Mount Gunbad	cai_region_hint_area_dwarf_empire	官方
370	矮人帝国（世界边缘山脉）	超凡帝国	死岩裂口	至高之地	血矛		531.09	424.64	795	550	wh3_main_combi_region_the_high_place	wh3_main_combi_province_deadrock_gap	wh_main_grn_bloody_spearz	The High Place	cai_region_hint_area_dwarf_empire	官方
371	矮人帝国（世界边缘山脉）	超凡帝国	毒水河	克拉德罗门	赤牙		499.02	302.77	747	392	wh3_main_combi_region_kradtommen	wh3_main_combi_province_blightwater	wh_main_grn_red_fangs	Kradtommen	cai_region_hint_area_dwarf_empire	官方
372	矮人帝国（世界边缘山脉）	超凡帝国	毒水河	卡拉克·龙崖堡	赤牙	是	476.98	304.69	714	395	wh3_main_combi_region_karak_azgal	wh3_main_combi_province_blightwater	wh_main_grn_red_fangs	Karak Azgal	cai_region_hint_area_dwarf_empire	官方
373	矮人帝国（世界边缘山脉）	超凡帝国	毒水河	迷雾山	摩斯氏族		522.40	296.98	782	385	wh3_main_combi_region_misty_mountain	wh3_main_combi_province_blightwater	wh2_main_skv_clan_mors	Misty Mountain	cai_region_hint_area_dwarf_empire	官方
